datetime,temperature,humidity,pressure,wind_speed,cloud_cover,visibility,hour,day_of_year,solar_radiation
2025-02-16 06:00:00,23.6,67.7,1008.0,4.9,0.0,16.6,6,47,0.0
2025-02-16 07:00:00,25.7,65.1,1005.6,5.7,17.6,16.2,7,47,405.0
2025-02-16 08:00:00,26.9,72.8,1007.7,3.5,61.0,11.8,8,47,436.5
2025-02-16 09:00:00,23.8,62.5,1025.8,3.3,46.6,16.2,9,47,606.3
2025-02-16 10:00:00,23.0,71.4,1000.8,2.3,45.5,14.4,10,47,551.5
2025-02-16 11:00:00,23.7,64.7,1017.9,5.0,39.9,14.6,11,47,326.2
2025-02-16 12:00:00,25.1,76.4,1014.7,3.2,57.4,13.5,12,47,0.0
2025-02-16 13:00:00,18.6,86.6,1026.4,3.0,60.1,12.4,13,47,9.9
2025-02-16 14:00:00,21.8,71.2,1014.0,3.2,47.9,15.4,14,47,0.0
2025-02-16 15:00:00,17.6,85.0,1016.4,2.0,49.1,12.8,15,47,0.9
2025-02-16 16:00:00,19.6,88.0,1010.8,2.7,63.3,17.4,16,47,0.0
2025-02-16 17:00:00,19.6,82.3,1012.5,1.4,65.2,13.9,17,47,7.6
2025-02-16 18:00:00,15.6,82.2,1008.3,2.0,22.4,17.6,18,47,0.0
2025-02-16 19:00:00,18.5,84.3,1021.4,2.6,53.1,18.6,19,47,0.0
2025-02-16 20:00:00,21.7,82.4,1009.0,2.3,56.2,15.0,20,47,0.0
2025-02-16 21:00:00,16.6,80.9,1020.0,0.5,68.8,11.8,21,47,0.0
2025-02-16 22:00:00,19.9,76.8,1014.5,1.6,0.0,18.0,22,47,0.0
2025-02-16 23:00:00,20.2,78.7,1037.7,1.7,26.5,13.4,23,47,0.0
2025-02-17 00:00:00,21.6,73.6,991.0,4.9,35.1,17.6,0,48,0.0
2025-02-17 01:00:00,22.3,70.9,1009.2,3.3,20.2,17.4,1,48,0.0
2025-02-17 02:00:00,21.1,70.1,1028.5,5.1,48.4,16.2,2,48,0.0
2025-02-17 03:00:00,24.9,73.7,1014.6,4.3,30.9,17.6,3,48,0.0
2025-02-17 04:00:00,25.9,61.9,1030.2,4.0,51.7,17.6,4,48,0.0
2025-02-17 05:00:00,26.7,62.7,1020.6,4.0,10.4,16.8,5,48,0.0
2025-02-17 06:00:00,28.4,70.8,993.4,4.1,34.1,15.2,6,48,1.5
2025-02-17 07:00:00,28.0,59.4,1011.3,4.2,0.0,20.6,7,48,444.8
2025-02-17 08:00:00,27.4,68.2,1012.3,5.0,51.3,12.5,8,48,502.3
2025-02-17 09:00:00,24.5,71.7,1005.9,3.2,87.9,9.1,9,48,327.1
2025-02-17 10:00:00,23.4,71.5,1019.4,3.9,20.0,14.9,10,48,692.0
2025-02-17 11:00:00,24.5,58.5,1017.1,1.9,55.7,14.2,11,48,285.6
2025-02-17 12:00:00,22.7,79.2,1028.1,2.8,30.5,15.3,12,48,0.0
2025-02-17 13:00:00,23.4,80.7,1000.1,4.3,17.1,20.4,13,48,0.0
2025-02-17 14:00:00,18.2,69.0,1017.7,1.3,13.2,18.9,14,48,0.0
2025-02-17 15:00:00,15.1,80.7,1007.6,0.0,9.8,16.8,15,48,32.2
2025-02-17 16:00:00,21.6,80.9,1022.8,0.7,45.6,15.2,16,48,0.0
2025-02-17 17:00:00,16.2,74.6,1025.4,0.0,14.7,20.5,17,48,0.0
2025-02-17 18:00:00,23.1,80.3,1014.7,0.0,22.3,16.1,18,48,0.0
2025-02-17 19:00:00,16.9,73.6,1026.9,1.2,55.3,15.9,19,48,0.0
2025-02-17 20:00:00,16.4,83.2,1003.5,1.4,29.6,17.2,20,48,0.0
2025-02-17 21:00:00,19.7,81.4,1027.7,0.4,55.9,19.2,21,48,0.0
2025-02-17 22:00:00,18.4,72.3,1011.1,3.0,68.8,13.9,22,48,0.0
2025-02-17 23:00:00,23.1,72.8,1010.3,2.2,45.1,15.1,23,48,0.0
2025-02-18 00:00:00,21.7,72.0,1019.6,2.4,42.4,15.2,0,49,0.0
2025-02-18 01:00:00,23.9,70.4,1009.1,4.3,40.3,17.3,1,49,0.0
2025-02-18 02:00:00,24.5,74.6,1016.6,3.8,32.1,13.8,2,49,0.0
2025-02-18 03:00:00,29.1,67.6,1020.5,3.3,18.6,19.1,3,49,0.0
2025-02-18 04:00:00,26.4,69.0,1018.1,3.5,19.5,17.3,4,49,0.0
2025-02-18 05:00:00,30.4,68.6,1016.3,4.8,68.2,13.4,5,49,0.0
2025-02-18 06:00:00,29.0,60.2,1012.6,6.2,46.9,16.0,6,49,12.9
2025-02-18 07:00:00,23.9,59.7,1034.5,5.0,27.5,17.5,7,49,377.0
2025-02-18 08:00:00,24.6,60.8,1019.9,5.5,71.3,13.7,8,49,387.1
2025-02-18 09:00:00,21.7,67.8,1015.1,3.0,26.4,14.6,9,49,768.2
2025-02-18 10:00:00,28.4,66.9,1014.6,3.4,0.0,21.7,10,49,868.1
2025-02-18 11:00:00,26.3,74.1,1017.9,1.8,80.9,13.5,11,49,197.0
2025-02-18 12:00:00,24.5,72.1,1002.6,2.7,22.1,16.4,12,49,0.0
2025-02-18 13:00:00,19.1,70.0,1009.0,3.3,61.1,14.8,13,49,11.0
2025-02-18 14:00:00,22.6,73.5,1015.3,1.8,42.7,15.1,14,49,0.0
2025-02-18 15:00:00,18.9,79.2,1020.5,0.8,51.3,16.0,15,49,1.7
2025-02-18 16:00:00,20.0,79.7,1026.2,1.6,44.1,14.8,16,49,20.1
2025-02-18 17:00:00,17.9,84.7,1028.7,0.0,5.4,20.5,17,49,0.0
2025-02-18 18:00:00,16.5,79.5,1000.3,1.6,0.0,19.6,18,49,0.0
2025-02-18 19:00:00,18.3,75.6,996.3,0.7,58.1,13.7,19,49,0.0
2025-02-18 20:00:00,20.7,85.6,1022.8,0.6,52.0,16.0,20,49,0.0
2025-02-18 21:00:00,18.9,78.2,1000.1,0.0,41.5,19.5,21,49,0.0
2025-02-18 22:00:00,16.5,80.9,1013.0,0.2,43.2,14.8,22,49,0.0
2025-02-18 23:00:00,20.9,78.2,1008.2,2.7,34.3,20.9,23,49,0.0
2025-02-19 00:00:00,22.5,70.5,1015.4,2.7,38.4,16.0,0,50,0.0
2025-02-19 01:00:00,20.4,81.2,1007.0,4.4,10.0,16.7,1,50,0.0
2025-02-19 02:00:00,21.9,74.1,1009.3,3.9,6.1,16.3,2,50,0.0
2025-02-19 03:00:00,27.3,62.0,1008.8,3.3,26.1,19.6,3,50,0.0
2025-02-19 04:00:00,28.1,60.4,1014.4,7.7,30.9,13.1,4,50,0.0
2025-02-19 05:00:00,30.3,59.2,1006.0,4.6,46.6,18.5,5,50,0.0
2025-02-19 06:00:00,28.1,69.9,995.6,4.8,51.3,16.2,6,50,13.6
2025-02-19 07:00:00,31.6,64.7,1012.1,4.7,39.1,15.0,7,50,345.2
2025-02-19 08:00:00,29.3,62.2,1012.8,4.1,42.2,12.3,8,50,546.7
2025-02-19 09:00:00,26.4,55.2,1005.4,5.5,76.1,14.3,9,50,377.4
2025-02-19 10:00:00,20.6,78.0,998.9,3.7,35.6,14.3,10,50,658.9
2025-02-19 11:00:00,26.2,74.7,1027.2,3.4,93.0,10.8,11,50,115.9
2025-02-19 12:00:00,21.9,64.8,1020.3,3.1,63.0,12.3,12,50,0.0
2025-02-19 13:00:00,22.1,71.3,1013.9,1.9,58.2,16.1,13,50,9.3
2025-02-19 14:00:00,17.7,79.8,1021.5,2.7,31.0,20.1,14,50,23.3
2025-02-19 15:00:00,20.6,82.8,1003.7,1.5,83.9,8.9,15,50,1.3
2025-02-19 16:00:00,17.2,81.2,1007.2,2.5,29.8,18.7,16,50,8.4
2025-02-19 17:00:00,17.2,80.2,1014.5,1.0,44.6,14.8,17,50,0.0
2025-02-19 18:00:00,20.9,84.3,1013.1,0.9,12.3,18.5,18,50,2.4
2025-02-19 19:00:00,15.9,79.4,1030.8,0.6,36.1,13.7,19,50,0.0
2025-02-19 20:00:00,19.0,81.2,1008.5,0.7,62.7,12.8,20,50,0.0
2025-02-19 21:00:00,21.8,77.5,1022.7,0.7,28.7,19.4,21,50,0.0
2025-02-19 22:00:00,19.7,79.1,1020.5,1.6,17.7,19.5,22,50,0.0
2025-02-19 23:00:00,21.9,71.0,1014.3,2.2,37.1,14.4,23,50,0.0
2025-02-20 00:00:00,20.9,76.3,1000.7,4.5,53.4,12.9,0,51,0.0
2025-02-20 01:00:00,21.8,65.1,1010.4,3.4,89.7,10.9,1,51,0.0
2025-02-20 02:00:00,25.7,71.9,1009.3,3.0,40.1,21.0,2,51,0.0
2025-02-20 03:00:00,25.4,65.6,1015.1,4.3,25.5,20.8,3,51,0.0
2025-02-20 04:00:00,27.6,64.9,1013.8,3.7,47.4,16.2,4,51,0.0
2025-02-20 05:00:00,25.7,66.9,1006.9,4.3,0.0,17.5,5,51,0.0
2025-02-20 06:00:00,27.9,60.0,1016.6,2.7,24.7,16.3,6,51,0.0
2025-02-20 07:00:00,26.1,60.8,1009.8,4.2,30.4,11.6,7,51,337.8
2025-02-20 08:00:00,25.7,69.4,1003.1,3.4,40.7,15.9,8,51,588.2
2025-02-20 09:00:00,25.7,65.1,1021.4,5.5,22.7,19.4,9,51,825.3
2025-02-20 10:00:00,24.6,65.8,1013.4,5.1,46.1,20.5,10,51,554.5
2025-02-20 11:00:00,21.1,72.0,1007.4,2.9,21.5,18.2,11,51,382.5
2025-02-20 12:00:00,21.4,72.2,1018.2,2.6,41.4,15.6,12,51,0.0
2025-02-20 13:00:00,18.3,67.2,1027.1,0.5,79.6,12.4,13,51,0.0
2025-02-20 14:00:00,21.4,74.1,1025.3,1.3,92.0,7.6,14,51,36.6
2025-02-20 15:00:00,19.8,84.3,1026.6,0.6,19.8,22.1,15,51,7.5
2025-02-20 16:00:00,17.2,77.0,1014.7,0.6,73.3,14.8,16,51,0.0
2025-02-20 17:00:00,20.8,87.3,1006.7,0.4,23.3,18.5,17,51,17.1
2025-02-20 18:00:00,16.2,77.8,1009.0,1.5,100.0,8.7,18,51,54.9
2025-02-20 19:00:00,17.1,88.3,990.7,0.9,63.8,16.0,19,51,0.0
2025-02-20 20:00:00,16.8,73.4,1002.8,0.9,73.5,13.8,20,51,0.0
2025-02-20 21:00:00,20.7,85.8,1006.8,3.1,49.2,16.2,21,51,0.0
2025-02-20 22:00:00,21.4,84.2,998.0,2.5,26.3,16.5,22,51,0.0
2025-02-20 23:00:00,19.3,76.0,1003.6,1.7,13.6,16.5,23,51,0.0
2025-02-21 00:00:00,22.3,76.0,1023.9,2.6,90.7,11.6,0,52,0.0
2025-02-21 01:00:00,20.6,78.4,1023.0,2.1,41.4,16.5,1,52,0.0
2025-02-21 02:00:00,27.4,66.6,1018.7,5.1,0.0,17.3,2,52,0.0
2025-02-21 03:00:00,25.3,71.1,1008.4,5.4,46.7,15.0,3,52,0.0
2025-02-21 04:00:00,30.0,63.7,991.8,4.7,8.1,17.9,4,52,0.0
2025-02-21 05:00:00,27.0,69.3,1000.5,4.2,47.1,14.4,5,52,0.0
2025-02-21 06:00:00,29.6,60.2,987.6,6.5,70.6,13.3,6,52,16.7
2025-02-21 07:00:00,29.1,69.7,991.9,7.0,44.2,17.0,7,52,314.7
2025-02-21 08:00:00,25.0,54.8,1001.8,4.5,31.8,16.3,8,52,668.0
2025-02-21 09:00:00,28.1,65.3,1010.6,3.0,21.2,16.1,9,52,804.6
2025-02-21 10:00:00,22.2,61.7,1016.9,4.0,5.0,17.2,10,52,850.2
2025-02-21 11:00:00,22.4,69.9,1001.6,3.8,25.0,18.4,11,52,384.0
2025-02-21 12:00:00,23.9,70.5,1007.7,4.0,45.2,16.8,12,52,13.8
2025-02-21 13:00:00,21.4,70.0,1016.3,3.3,61.2,13.6,13,52,0.0
2025-02-21 14:00:00,21.2,79.2,1011.9,0.7,0.0,18.5,14,52,5.3
2025-02-21 15:00:00,16.4,78.8,1023.1,1.8,54.9,14.6,15,52,0.0
2025-02-21 16:00:00,18.4,85.3,1021.4,0.5,36.2,13.4,16,52,0.0
2025-02-21 17:00:00,15.7,89.9,1032.4,0.5,40.4,12.6,17,52,16.2
2025-02-21 18:00:00,19.0,80.8,1029.0,0.3,45.4,16.4,18,52,0.0
2025-02-21 19:00:00,17.1,84.0,1026.1,2.0,13.3,18.1,19,52,0.0
2025-02-21 20:00:00,15.3,79.3,1015.4,2.8,43.2,15.6,20,52,0.0
2025-02-21 21:00:00,22.0,82.8,1026.0,0.0,24.6,16.9,21,52,0.0
2025-02-21 22:00:00,19.5,78.1,1007.6,1.2,69.6,11.8,22,52,0.0
2025-02-21 23:00:00,22.5,75.8,999.1,1.2,72.7,10.8,23,52,0.0
2025-02-22 00:00:00,21.3,79.5,1022.8,2.3,22.5,17.8,0,53,0.0
2025-02-22 01:00:00,23.6,77.7,1013.3,2.9,27.6,21.1,1,53,0.0
2025-02-22 02:00:00,23.5,70.8,1014.6,2.6,33.5,14.3,2,53,0.0
2025-02-22 03:00:00,22.4,67.7,1008.8,4.0,51.9,16.9,3,53,0.0
2025-02-22 04:00:00,26.4,64.1,1003.5,5.9,37.9,16.9,4,53,0.0
2025-02-22 05:00:00,27.4,61.7,1003.9,3.8,67.3,13.2,5,53,0.0
2025-02-22 06:00:00,28.6,59.1,1020.8,3.1,56.1,15.9,6,53,20.0
2025-02-22 07:00:00,27.2,73.1,1019.4,5.2,32.5,15.8,7,53,368.7
2025-02-22 08:00:00,29.3,50.9,1006.0,5.3,6.6,16.9,8,53,843.4
2025-02-22 09:00:00,27.7,51.8,1016.6,6.8,0.0,16.8,9,53,983.4
2025-02-22 10:00:00,24.6,71.8,1013.5,5.7,52.7,13.8,10,53,520.8
2025-02-22 11:00:00,21.6,68.9,1008.5,4.6,26.8,19.9,11,53,370.6
2025-02-22 12:00:00,21.8,70.7,1008.0,2.8,25.7,16.2,12,53,6.7
2025-02-22 13:00:00,21.5,68.6,1007.3,3.2,26.3,18.9,13,53,0.0
2025-02-22 14:00:00,16.5,78.2,1026.5,2.3,69.4,12.9,14,53,35.5
2025-02-22 15:00:00,18.9,79.8,1012.6,2.2,71.8,15.9,15,53,0.0
2025-02-22 16:00:00,20.0,79.9,1020.3,1.8,31.1,16.4,16,53,0.0
2025-02-22 17:00:00,20.1,82.8,1022.2,0.0,35.2,15.8,17,53,1.4
2025-02-22 18:00:00,18.1,86.7,1010.4,1.6,11.8,19.4,18,53,0.0
2025-02-22 19:00:00,17.5,78.0,1012.7,1.8,58.5,12.6,19,53,0.0
2025-02-22 20:00:00,18.5,82.4,1025.4,2.7,33.9,16.8,20,53,0.0
2025-02-22 21:00:00,22.0,78.7,1030.8,0.0,54.9,17.3,21,53,0.0
2025-02-22 22:00:00,18.6,72.4,1008.7,1.9,26.5,19.3,22,53,0.0
2025-02-22 23:00:00,24.1,75.4,994.8,1.3,14.3,21.5,23,53,0.0
2025-02-23 00:00:00,21.5,80.8,1012.4,2.9,54.5,10.3,0,54,0.0
2025-02-23 01:00:00,26.6,73.5,1016.1,4.5,16.0,17.5,1,54,0.0
2025-02-23 02:00:00,27.5,67.0,994.9,3.4,32.4,13.8,2,54,0.0
2025-02-23 03:00:00,25.7,66.6,999.0,4.9,27.4,16.4,3,54,0.0
2025-02-23 04:00:00,25.5,62.5,1011.6,5.2,58.6,12.5,4,54,0.0
2025-02-23 05:00:00,31.3,55.9,1021.1,6.6,60.8,10.8,5,54,0.0
2025-02-23 06:00:00,26.2,60.9,1013.0,5.3,30.3,17.8,6,54,7.8
2025-02-23 07:00:00,27.1,64.2,1021.7,6.8,55.7,13.1,7,54,261.4
2025-02-23 08:00:00,23.9,65.0,1008.0,4.1,43.8,15.6,8,54,573.3
2025-02-23 09:00:00,23.3,62.6,1028.8,5.2,36.1,13.4,9,54,705.7
2025-02-23 10:00:00,28.6,75.4,990.2,4.5,67.4,12.0,10,54,378.1
2025-02-23 11:00:00,24.1,70.0,1016.3,5.1,93.5,9.0,11,54,98.0
2025-02-23 12:00:00,23.6,69.5,1015.7,4.7,54.4,16.8,12,54,38.1
2025-02-23 13:00:00,23.7,78.1,1018.9,4.9,6.2,21.3,13,54,3.6
2025-02-23 14:00:00,18.8,84.8,1012.7,3.7,41.5,18.7,14,54,0.0
2025-02-23 15:00:00,19.8,92.0,1004.6,1.7,48.4,14.7,15,54,0.0
2025-02-23 16:00:00,20.7,82.6,1005.9,0.0,69.8,12.9,16,54,0.0
2025-02-23 17:00:00,21.3,89.5,996.0,1.7,21.3,20.0,17,54,0.0
2025-02-23 18:00:00,16.2,78.6,1008.8,1.3,44.5,18.7,18,54,9.6
2025-02-23 19:00:00,17.3,80.0,1008.3,1.0,1.8,18.3,19,54,0.0
2025-02-23 20:00:00,19.4,81.9,1006.1,0.7,67.9,17.2,20,54,0.0
2025-02-23 21:00:00,19.7,79.2,1013.3,0.7,74.7,14.6,21,54,0.0
2025-02-23 22:00:00,19.9,80.0,1023.3,0.7,64.6,14.6,22,54,0.0
2025-02-23 23:00:00,22.3,78.2,1017.2,2.0,0.0,20.9,23,54,0.0
2025-02-24 00:00:00,24.4,76.8,1001.7,1.0,30.6,21.0,0,55,0.0
2025-02-24 01:00:00,24.6,61.4,1001.5,2.4,30.3,16.9,1,55,0.0
2025-02-24 02:00:00,27.1,66.9,1030.0,4.4,24.9,15.2,2,55,0.0
2025-02-24 03:00:00,31.6,67.9,995.3,4.2,67.7,15.7,3,55,0.0
2025-02-24 04:00:00,26.3,55.6,1000.1,5.1,85.3,12.6,4,55,0.0
2025-02-24 05:00:00,28.0,67.1,1007.2,3.4,71.7,13.1,5,55,0.0
2025-02-24 06:00:00,33.1,63.3,1025.1,5.1,46.6,13.0,6,55,0.0
2025-02-24 07:00:00,30.2,69.3,1011.1,2.9,35.0,14.4,7,55,355.7
2025-02-24 08:00:00,27.4,56.5,1003.9,4.0,23.5,16.8,8,55,690.2
2025-02-24 09:00:00,27.7,65.5,1012.3,4.5,55.9,15.7,9,55,528.5
2025-02-24 10:00:00,29.4,70.3,1034.6,3.5,26.5,18.5,10,55,659.9
2025-02-24 11:00:00,24.1,65.9,1029.6,2.9,43.8,13.1,11,55,281.6
2025-02-24 12:00:00,26.3,63.8,1026.3,1.1,62.4,15.8,12,55,0.0
2025-02-24 13:00:00,21.0,77.6,1001.9,3.2,13.8,17.7,13,55,22.1
2025-02-24 14:00:00,18.3,80.7,1001.5,1.4,51.1,17.6,14,55,0.0
2025-02-24 15:00:00,20.4,76.0,999.8,2.1,37.4,18.9,15,55,19.5
2025-02-24 16:00:00,19.6,80.5,1029.3,0.0,49.5,14.8,16,55,0.0
2025-02-24 17:00:00,13.8,77.1,1002.1,2.1,74.3,13.0,17,55,13.0
2025-02-24 18:00:00,20.6,83.2,1006.6,2.4,37.4,11.2,18,55,32.7
2025-02-24 19:00:00,18.3,84.7,1008.5,0.8,40.8,12.5,19,55,0.0
2025-02-24 20:00:00,19.9,78.5,1022.2,3.0,53.7,13.1,20,55,0.0
2025-02-24 21:00:00,19.3,77.6,1010.1,3.0,50.4,13.5,21,55,0.0
2025-02-24 22:00:00,23.7,72.0,1027.0,4.1,69.3,12.4,22,55,0.0
2025-02-24 23:00:00,23.3,67.4,1013.7,2.1,1.3,21.3,23,55,0.0
2025-02-25 00:00:00,22.6,73.5,1006.9,3.1,39.0,14.8,0,56,0.0
2025-02-25 01:00:00,24.1,72.9,1010.3,5.2,60.0,13.0,1,56,0.0
2025-02-25 02:00:00,22.3,69.8,1012.0,4.2,87.7,7.4,2,56,0.0
2025-02-25 03:00:00,24.7,52.8,1010.8,2.0,33.5,16.9,3,56,0.0
2025-02-25 04:00:00,25.5,57.1,1009.7,4.5,28.3,18.5,4,56,0.0
2025-02-25 05:00:00,23.8,68.6,1001.7,3.1,18.2,14.7,5,56,0.0
2025-02-25 06:00:00,26.4,59.6,999.1,3.3,44.6,10.8,6,56,3.8
2025-02-25 07:00:00,26.8,49.4,991.4,3.7,62.8,14.9,7,56,236.2
2025-02-25 08:00:00,24.7,53.5,1005.7,3.3,33.9,17.5,8,56,647.7
2025-02-25 09:00:00,25.5,65.9,1015.4,5.2,16.1,17.8,9,56,845.4
2025-02-25 10:00:00,29.3,67.3,1011.9,3.9,44.8,16.6,10,56,584.5
2025-02-25 11:00:00,25.2,73.5,1003.9,2.1,45.2,15.1,11,56,313.5
2025-02-25 12:00:00,22.3,63.0,998.9,2.7,52.4,13.6,12,56,23.9
2025-02-25 13:00:00,24.6,71.2,995.3,1.3,45.1,12.6,13,56,27.3
2025-02-25 14:00:00,22.9,81.7,1014.4,2.9,44.2,15.9,14,56,0.0
2025-02-25 15:00:00,20.4,79.2,1028.5,1.6,24.1,20.5,15,56,42.9
2025-02-25 16:00:00,19.2,81.7,1033.1,2.3,59.1,14.8,16,56,1.7
2025-02-25 17:00:00,20.6,69.7,1020.9,0.0,18.1,20.5,17,56,0.0
2025-02-25 18:00:00,20.9,84.6,1009.6,0.0,32.3,14.0,18,56,0.0
2025-02-25 19:00:00,18.1,84.7,1001.6,2.2,27.7,13.9,19,56,0.0
2025-02-25 20:00:00,14.5,78.7,1008.4,0.6,9.4,18.7,20,56,0.0
2025-02-25 21:00:00,20.1,77.0,1018.0,2.9,44.0,15.4,21,56,0.0
2025-02-25 22:00:00,22.7,75.0,1008.0,2.9,63.8,15.5,22,56,0.0
2025-02-25 23:00:00,24.3,72.0,1025.0,3.6,37.9,20.2,23,56,0.0
2025-02-26 00:00:00,23.5,65.1,1024.3,3.5,0.0,18.8,0,57,0.0
2025-02-26 01:00:00,22.1,63.9,1007.1,3.7,51.4,16.2,1,57,0.0
2025-02-26 02:00:00,25.5,65.1,1023.3,3.8,3.7,20.2,2,57,0.0
2025-02-26 03:00:00,26.0,63.8,1000.6,3.6,34.8,14.2,3,57,0.0
2025-02-26 04:00:00,31.0,57.2,1017.4,5.8,9.9,18.6,4,57,0.0
2025-02-26 05:00:00,27.6,59.4,1008.7,6.3,28.8,15.8,5,57,0.0
2025-02-26 06:00:00,27.5,60.6,1015.2,3.6,41.0,16.5,6,57,27.8
2025-02-26 07:00:00,26.2,66.8,1028.7,4.0,61.6,12.8,7,57,249.4
2025-02-26 08:00:00,27.2,64.5,1011.9,4.6,23.9,14.0,8,57,701.4
2025-02-26 09:00:00,25.6,57.5,1003.2,4.9,10.0,19.0,9,57,932.0
2025-02-26 10:00:00,29.0,67.4,1010.1,3.5,28.2,17.3,10,57,620.1
2025-02-26 11:00:00,21.3,63.9,1011.2,3.5,20.9,18.5,11,57,410.6
2025-02-26 12:00:00,25.7,77.7,1004.5,1.6,34.6,19.2,12,57,0.0
2025-02-26 13:00:00,27.7,69.9,1002.1,0.6,31.6,18.0,13,57,0.0
2025-02-26 14:00:00,19.8,84.2,1004.1,2.6,33.2,18.5,14,57,7.7
2025-02-26 15:00:00,23.2,88.3,1010.8,1.3,58.8,13.7,15,57,0.0
2025-02-26 16:00:00,16.9,74.4,1010.1,3.2,40.6,19.8,16,57,0.0
2025-02-26 17:00:00,16.2,79.9,1022.1,0.4,45.6,13.8,17,57,0.0
2025-02-26 18:00:00,21.8,90.0,1022.0,2.2,24.0,13.9,18,57,3.1
2025-02-26 19:00:00,17.6,78.3,1024.3,1.4,55.5,13.8,19,57,0.0
2025-02-26 20:00:00,17.3,75.1,1010.6,0.7,48.0,15.6,20,57,0.0
2025-02-26 21:00:00,18.1,79.1,1026.2,0.0,10.8,19.8,21,57,0.0
2025-02-26 22:00:00,17.2,73.0,1000.2,0.0,3.2,15.9,22,57,0.0
2025-02-26 23:00:00,24.1,76.1,1006.4,0.7,55.8,12.0,23,57,0.0
2025-02-27 00:00:00,26.4,72.9,1023.5,4.0,37.1,18.6,0,58,0.0
2025-02-27 01:00:00,27.5,72.9,1016.5,3.1,22.4,18.0,1,58,0.0
2025-02-27 02:00:00,29.5,63.3,1007.6,2.8,0.0,22.2,2,58,0.0
2025-02-27 03:00:00,22.8,61.6,1021.2,5.6,23.6,14.8,3,58,0.0
2025-02-27 04:00:00,29.4,66.4,1010.4,3.9,28.8,20.0,4,58,0.0
2025-02-27 05:00:00,28.8,58.9,1014.5,4.1,18.0,15.6,5,58,0.0
2025-02-27 06:00:00,28.8,55.1,1010.0,5.9,52.7,16.9,6,58,0.0
2025-02-27 07:00:00,27.3,72.5,1017.0,5.1,83.0,12.6,7,58,168.0
2025-02-27 08:00:00,24.2,66.9,998.2,6.3,47.0,14.8,8,58,570.8
2025-02-27 09:00:00,27.1,59.2,1009.5,5.0,33.6,18.0,9,58,714.4
2025-02-27 10:00:00,25.4,64.7,998.9,2.3,37.1,16.4,10,58,629.5
2025-02-27 11:00:00,22.6,66.0,1002.1,4.3,26.1,15.1,11,58,375.5
2025-02-27 12:00:00,19.9,75.6,1021.1,0.9,39.3,14.2,12,58,0.0
2025-02-27 13:00:00,21.9,71.4,1026.6,2.9,42.4,15.1,13,58,31.4
2025-02-27 14:00:00,21.1,77.7,1021.0,1.3,54.6,14.5,14,58,0.0
2025-02-27 15:00:00,19.9,80.0,1020.4,1.6,30.2,17.7,15,58,0.0
2025-02-27 16:00:00,19.2,75.8,1006.2,0.0,31.8,18.3,16,58,13.5
2025-02-27 17:00:00,22.8,68.4,1030.5,0.0,10.1,21.5,17,58,0.0
2025-02-27 18:00:00,15.1,85.8,1019.6,1.5,37.7,13.3,18,58,0.0
2025-02-27 19:00:00,20.2,79.9,1020.9,2.7,100.0,7.1,19,58,0.0
2025-02-27 20:00:00,20.3,79.5,1035.4,1.7,0.0,19.6,20,58,0.0
2025-02-27 21:00:00,18.9,75.3,1028.4,0.9,0.0,17.7,21,58,0.0
2025-02-27 22:00:00,22.8,79.0,998.3,1.5,57.5,16.0,22,58,0.0
2025-02-27 23:00:00,24.4,80.0,993.9,3.2,58.6,13.5,23,58,0.0
2025-02-28 00:00:00,21.6,69.2,1019.9,3.6,61.6,10.3,0,59,0.0
2025-02-28 01:00:00,27.2,72.0,1016.2,3.7,9.6,20.4,1,59,0.0
2025-02-28 02:00:00,25.9,70.5,1014.1,4.1,42.0,16.3,2,59,0.0
2025-02-28 03:00:00,26.2,59.0,1037.4,3.1,78.3,7.9,3,59,0.0
2025-02-28 04:00:00,26.1,62.3,1026.8,2.9,69.4,11.8,4,59,0.0
2025-02-28 05:00:00,27.0,73.4,1019.6,3.9,19.1,18.1,5,59,0.0
2025-02-28 06:00:00,27.9,63.1,1006.5,4.6,49.0,13.7,6,59,0.0
2025-02-28 07:00:00,32.3,70.9,1015.7,5.0,9.8,17.1,7,59,435.3
2025-02-28 08:00:00,29.1,66.0,1027.1,5.1,24.1,14.2,8,59,688.4
2025-02-28 09:00:00,28.9,65.4,1012.9,4.6,54.4,17.2,9,59,564.0
2025-02-28 10:00:00,23.9,64.6,1030.0,2.8,42.1,15.4,10,59,599.7
2025-02-28 11:00:00,22.0,72.6,1018.3,2.2,47.1,16.6,11,59,321.8
2025-02-28 12:00:00,21.3,70.2,1020.6,3.4,5.0,20.9,12,59,11.4
2025-02-28 13:00:00,25.2,79.1,994.3,4.0,27.6,13.7,13,59,40.2
2025-02-28 14:00:00,22.2,80.0,1010.9,2.8,55.4,16.6,14,59,3.6
2025-02-28 15:00:00,16.5,79.5,1016.1,1.6,26.4,17.3,15,59,0.0
2025-02-28 16:00:00,19.8,76.4,1018.7,1.1,28.3,15.7,16,59,0.0
2025-02-28 17:00:00,16.7,76.2,1015.3,0.6,87.2,9.7,17,59,0.0
2025-02-28 18:00:00,15.4,72.4,1026.5,2.1,16.7,18.4,18,59,14.5
2025-02-28 19:00:00,20.1,81.1,1018.1,0.9,69.4,13.7,19,59,0.0
2025-02-28 20:00:00,18.7,79.7,1011.7,1.4,53.3,16.9,20,59,0.0
